id, orig-N, orig-E, orig-time, basic-N, basic-E, basic-time, known-N, known-E, known-time, all_dom-N, all_dom-E, all_dom-time, fast_dom-N, fast_dom-E, fast_dom-time, dom1-N, dom1-E, dom1-time, dom2-N, dom2-E, dom2-time, dom3-N, dom3-E, dom3-time, dom4-N, dom4-E, dom4-time, dom5-N, dom5-E, dom5-time, dom_nca-N, dom_nca-E, dom_nca-time, dom_nca_full-N, dom_nca_full-E, dom_nca_full-time, dom_mixed-N, dom_mixed-E, dom_mixed-time, dom_mixed_full-N, dom_mixed_full-E, dom_mixed_full-time
e_101, 32724, 246723, 0.00, 30942, 236317, 0.04, 6021, 38661, 0.24, 2102, 5054, 0.66, 2102, 5054, 1.05, 2102, 5054, 1.46, 2102, 5054, 1.86, 2102, 5054, 2.27, 2102, 5054, 2.72, 2102, 5054, 3.12, 2102, 5054, 3.51, 2102, 5054, 3.96, 2102, 5054, 4.36, 2102, 5054, 4.76
e_102, 16384, 73685, 0.00, 15538, 69031, 0.01, 6900, 25776, 0.15, 5113, 16194, 0.43, 5113, 16194, 0.69, 5113, 16194, 0.94, 5113, 16194, 1.20, 5113, 16194, 1.50, 5113, 16194, 1.79, 5113, 16194, 2.05, 5113, 16194, 2.31, 5113, 16194, 2.56, 5113, 16194, 2.82, 5113, 16194, 3.09
e_103, 16384, 77536, 0.00, 7587, 27486, 0.06, 7534, 27226, 0.11, 7568, 27408, 0.18, 7566, 27414, 0.23, 7587, 27486, 0.29, 7465, 26960, 0.34, 7587, 27486, 0.39, 7577, 27438, 0.45, 7578, 27432, 0.50, 7587, 27486, 0.55, 7540, 27262, 0.61, 7463, 26974, 0.66, 7515, 27140, 0.72
e_104, 16384, 77432, 0.00, 7701, 27648, 0.06, 7681, 27570, 0.11, 7701, 27648, 0.18, 7682, 27572, 0.24, 7662, 27496, 0.30, 7641, 27430, 0.36, 7675, 27544, 0.41, 7696, 27618, 0.47, 7695, 27626, 0.52, 7681, 27570, 0.58, 7570, 27160, 0.64, 7676, 27566, 0.69, 7663, 27516, 0.75
e_105, 2048, 10584, 0.00, 744, 4739, 0.00, 743, 4687, 0.00, 743, 4671, 3.01, 743, 4687, 3.01, 743, 4687, 3.02, 743, 4687, 3.02, 743, 4687, 3.03, 743, 4687, 3.04, 743, 4687, 3.04, 743, 4687, 3.04, 743, 4687, 3.05, 743, 4687, 3.06, 743, 4687, 3.06
e_106, 16349, 119809, 0.00, 15102, 113570, 0.02, 10785, 68565, 0.21, 8017, 40370, 1.25, 8018, 40384, 2.13, 8024, 40431, 2.71, 8062, 40630, 3.44, 8018, 40384, 4.18, 8018, 40384, 4.93, 8018, 40384, 5.67, 8018, 40384, 6.41, 8018, 40384, 7.21, 8073, 40875, 7.90, 8018, 40384, 8.65
e_107, 16316, 104833, 0.00, 13722, 93444, 0.02, 8470, 46905, 0.27, 6498, 29524, 1.32, 6520, 29677, 2.14, 6546, 29917, 2.88, 6514, 29630, 3.81, 6500, 29565, 4.65, 6520, 29677, 5.47, 6500, 29565, 6.36, 6500, 29591, 7.17, 6500, 29565, 8.12, 6634, 30640, 8.91, 6500, 29565, 9.81
e_108, 2048, 30272, 0.00, 2043, 30259, 0.00, 2011, 28323, 0.01, 1686, 19908, 0.09, 1686, 19908, 0.17, 1686, 19908, 0.23, 1686, 19908, 0.31, 1686, 19908, 0.38, 1686, 19908, 0.46, 1686, 19908, 0.53, 1686, 19908, 0.59, 1686, 19908, 0.67, 1686, 19910, 0.73, 1686, 19908, 0.80
e_110, 2048, 6990, 0.00, 613, 3121, 0.00, 611, 3083, 0.00, 611, 3069, 1.32, 611, 3083, 1.32, 611, 3083, 1.33, 611, 3083, 1.33, 611, 3083, 1.34, 611, 3083, 1.34, 611, 3083, 1.35, 611, 3083, 1.35, 611, 3083, 1.35, 611, 3083, 1.36, 611, 3083, 1.37
e_112, 2048, 30308, 0.00, 2048, 30308, 0.00, 1981, 28075, 0.01, 1664, 19725, 0.13, 1664, 19725, 0.23, 1664, 19725, 0.32, 1664, 19725, 0.43, 1664, 19725, 0.53, 1664, 19725, 0.62, 1664, 19725, 0.70, 1664, 19725, 0.77, 1664, 19725, 0.85, 1666, 19775, 0.92, 1664, 19725, 1.00
e_114, 2044, 23899, 0.00, 2001, 23591, 0.00, 1933, 19544, 0.05, 1813, 16599, 0.54, 1837, 17696, 0.75, 1816, 17406, 0.98, 1815, 17375, 1.25, 1815, 17375, 1.49, 1837, 17696, 1.70, 1815, 17375, 1.99, 1815, 17433, 2.20, 1815, 17375, 2.48, 1815, 17402, 2.71, 1815, 17375, 3.00
e_115, 32766, 304304, 0.00, 32537, 303055, 0.03, 29229, 259159, 0.29, 20708, 127527, 2.16, 20708, 127527, 3.83, 20708, 127527, 5.29, 20713, 127615, 7.08, 20708, 127527, 8.70, 20708, 127527, 10.34, 20708, 127527, 12.01, 20708, 127527, 13.71, 20708, 127527, 15.52, 20720, 127638, 17.13, 20708, 127527, 18.89
e_116, 1024, 24462, 0.00, 1024, 24462, 0.00, 1019, 23171, 0.01, 938, 19654, 0.07, 938, 19654, 0.12, 938, 19654, 0.16, 938, 19654, 0.22, 938, 19654, 0.28, 938, 19654, 0.34, 938, 19654, 0.40, 938, 19654, 0.45, 938, 19654, 0.50, 938, 19657, 0.55, 938, 19654, 0.60
e_117, 32764, 304790, 0.00, 32505, 303380, 0.04, 29455, 261485, 0.42, 20471, 124413, 2.23, 20471, 124413, 3.86, 20471, 124413, 5.44, 20472, 124423, 7.15, 20471, 124413, 8.76, 20471, 124413, 10.36, 20471, 124413, 12.00, 20471, 124413, 13.73, 20471, 124413, 15.52, 20475, 124460, 17.11, 20471, 124413, 18.75
e_118, 32711, 240624, 0.00, 29866, 226347, 0.03, 21797, 134183, 0.61, 17359, 87646, 3.67, 17381, 87968, 6.31, 17483, 88643, 8.28, 17438, 88297, 10.61, 17379, 87936, 13.02, 17381, 87968, 15.39, 17379, 87936, 17.84, 17379, 87971, 20.17, 17379, 87936, 22.68, 17511, 89235, 24.88, 17379, 87936, 27.31
e_119, 32751, 272707, 0.00, 31628, 266728, 0.03, 26485, 194384, 0.41, 21132, 123334, 3.11, 21133, 123353, 5.30, 21145, 123430, 6.87, 21174, 123615, 9.06, 21133, 123353, 11.17, 21133, 123353, 13.42, 21133, 123353, 15.54, 21133, 123360, 17.75, 21133, 123353, 19.85, 21203, 124092, 22.00, 21133, 123353, 24.10
e_120, 2048, 28679, 0.00, 2038, 28635, 0.00, 2001, 25511, 0.01, 1822, 20930, 0.11, 1822, 20930, 0.18, 1822, 20930, 0.24, 1822, 20930, 0.33, 1822, 20930, 0.40, 1822, 20930, 0.48, 1822, 20930, 0.55, 1822, 20930, 0.63, 1822, 20930, 0.70, 1823, 20977, 0.77, 1822, 20930, 0.84
e_121, 1024, 5480, 0.00, 525, 3412, 0.00, 515, 3295, 0.01, 515, 3292, 1.07, 515, 3293, 1.07, 515, 3293, 1.08, 515, 3293, 1.09, 515, 3293, 1.10, 515, 3293, 1.11, 515, 3293, 1.11, 515, 3295, 1.12, 515, 3293, 1.13, 515, 3293, 1.13, 515, 3293, 1.14
e_122, 32766, 305033, 0.00, 32563, 303900, 0.03, 29473, 262548, 0.38, 20399, 124974, 2.27, 20399, 124974, 4.09, 20399, 124974, 5.86, 20402, 125024, 7.74, 20399, 124974, 9.51, 20399, 124974, 11.29, 20399, 124974, 13.33, 20399, 124974, 15.18, 20399, 124974, 16.95, 20406, 125082, 18.63, 20399, 124974, 20.66
e_123, 32735, 256256, 0.00, 30893, 247080, 0.03, 24661, 164765, 0.46, 19872, 108095, 3.29, 19876, 108147, 5.54, 19905, 108375, 7.19, 19944, 108644, 9.51, 19876, 108147, 11.90, 19876, 108147, 14.09, 19876, 108147, 16.25, 19876, 108154, 18.31, 19876, 108147, 20.54, 20010, 109491, 22.35, 19876, 108147, 24.47
e_124, 32760, 288288, 0.00, 32156, 285096, 0.03, 28164, 226463, 0.35, 21596, 132639, 2.34, 21596, 132639, 4.24, 21596, 132639, 5.88, 21619, 132827, 7.72, 21596, 132639, 9.60, 21596, 132639, 11.62, 21596, 132639, 13.59, 21596, 132639, 15.53, 21596, 132639, 17.40, 21641, 133192, 19.14, 21596, 132639, 21.07
e_125, 32759, 288748, 0.00, 32168, 285568, 0.03, 28018, 225376, 0.36, 21233, 129811, 2.47, 21233, 129812, 4.41, 21234, 129828, 6.04, 21256, 130002, 8.10, 21233, 129812, 10.03, 21233, 129812, 11.96, 21233, 129812, 14.18, 21233, 129812, 16.12, 21233, 129812, 18.37, 21322, 130596, 20.02, 21233, 129812, 22.03
e_126, 32762, 288979, 0.00, 32235, 286024, 0.04, 28000, 226927, 0.41, 21306, 131754, 2.68, 21306, 131754, 4.63, 21308, 131765, 6.26, 21330, 132018, 8.24, 21306, 131754, 10.21, 21306, 131754, 12.17, 21306, 131754, 14.12, 21306, 131754, 16.10, 21306, 131754, 18.06, 21334, 132107, 19.80, 21306, 131754, 21.74
e_127, 2046, 25492, 0.00, 2024, 25366, 0.00, 1975, 21042, 0.03, 1853, 18178, 0.21, 1853, 18342, 0.36, 1853, 18342, 0.48, 1853, 18339, 0.63, 1853, 18342, 0.77, 1853, 18342, 0.91, 1853, 18342, 1.06, 1853, 18397, 1.19, 1853, 18342, 1.34, 1854, 18388, 1.47, 1853, 18342, 1.64
e_128, 32748, 272272, 0.00, 31638, 266518, 0.03, 26579, 194325, 0.45, 21130, 123661, 3.05, 21132, 123679, 5.19, 21140, 123768, 7.00, 21251, 124735, 9.14, 21130, 123668, 11.31, 21132, 123679, 13.62, 21130, 123668, 15.91, 21130, 123670, 18.05, 21130, 123668, 20.38, 21240, 124941, 22.51, 21130, 123668, 24.80
e_129, 32732, 256665, 0.00, 30901, 247147, 0.04, 24068, 160887, 0.60, 19276, 104253, 3.62, 19291, 104451, 5.99, 19319, 104692, 7.74, 19364, 104955, 10.15, 19291, 104451, 12.53, 19291, 104451, 14.92, 19291, 104451, 17.39, 19291, 104471, 19.65, 19291, 104451, 22.03, 19352, 105522, 24.38, 19291, 104451, 26.80
e_130, 32759, 272924, 0.00, 31590, 266651, 0.05, 26044, 191638, 0.54, 20256, 118730, 2.82, 20257, 118742, 5.07, 20277, 118883, 6.68, 20325, 119362, 8.89, 20257, 118742, 11.16, 20257, 118742, 13.28, 20257, 118742, 15.36, 20257, 118744, 17.43, 20257, 118742, 19.54, 20326, 119484, 21.41, 20257, 118742, 23.49
e_131, 32719, 240240, 0.00, 29886, 226224, 0.03, 21915, 135119, 0.58, 17707, 90989, 3.97, 17745, 91255, 6.52, 17829, 91812, 8.54, 17809, 91578, 11.06, 17744, 91247, 13.94, 17745, 91255, 16.71, 17744, 91247, 19.82, 17745, 91361, 22.11, 17744, 91247, 24.75, 17934, 93041, 26.92, 17744, 91247, 29.56
e_133, 2046, 22332, 0.00, 1933, 21704, 0.00, 1805, 17946, 0.05, 1679, 14973, 1.19, 1721, 16455, 1.41, 1703, 16180, 1.67, 1699, 16123, 1.93, 1700, 16144, 2.19, 1721, 16455, 2.41, 1699, 16123, 2.69, 1700, 16214, 2.90, 1699, 16123, 3.18, 1702, 16200, 3.42, 1699, 16123, 3.69
e_134, 32741, 256870, 0.00, 30849, 246884, 0.03, 23914, 160821, 0.51, 18940, 104135, 3.52, 18946, 104220, 5.97, 18991, 104510, 7.86, 18996, 104635, 10.36, 18945, 104198, 12.83, 18946, 104220, 15.43, 18945, 104198, 17.97, 18945, 104207, 20.39, 18945, 104198, 22.92, 19011, 105075, 25.37, 18945, 104198, 27.91
e_135, 32716, 240816, 0.00, 29867, 226939, 0.03, 21426, 132930, 0.77, 16901, 87088, 4.20, 16912, 87256, 6.88, 16989, 87729, 8.88, 16957, 87576, 11.41, 16910, 87249, 14.03, 16912, 87256, 16.67, 16910, 87249, 19.41, 16910, 87310, 22.00, 16910, 87249, 24.87, 17036, 88398, 27.35, 16910, 87249, 30.18
e_136, 65532, 288528, 0.00, 61731, 268040, 0.05, 25763, 93371, 0.53, 17309, 53146, 1.93, 17309, 53146, 3.19, 17309, 53146, 4.43, 17309, 53146, 5.70, 17309, 53146, 7.02, 17309, 53146, 8.30, 17309, 53146, 9.55, 17309, 53146, 10.77, 17309, 53146, 12.26, 17733, 54339, 13.22, 17309, 53146, 14.46
e_137, 2048, 7003, 0.00, 640, 3188, 0.00, 637, 3139, 0.00, 636, 3121, 0.54, 637, 3139, 0.55, 637, 3139, 0.55, 637, 3139, 0.56, 637, 3139, 0.57, 637, 3139, 0.57, 637, 3139, 0.58, 637, 3139, 0.58, 637, 3139, 0.59, 637, 3139, 0.60, 637, 3139, 0.61
e_138, 65530, 273310, 0.00, 56569, 229701, 0.06, 14074, 44775, 0.46, 11063, 31280, 1.10, 11063, 31280, 1.70, 11063, 31280, 2.27, 11070, 31306, 2.92, 11063, 31280, 3.51, 11063, 31280, 4.11, 11063, 31280, 4.71, 11063, 31280, 5.33, 11063, 31280, 5.93, 11063, 31280, 6.65, 11063, 31280, 7.26
e_139, 65535, 288492, 0.00, 61700, 267847, 0.07, 25698, 93357, 0.58, 17765, 55178, 1.90, 17765, 55178, 3.06, 17765, 55178, 4.24, 17765, 55178, 5.66, 17765, 55178, 6.88, 17765, 55178, 8.03, 17765, 55178, 9.21, 17765, 55178, 10.37, 17765, 55178, 11.55, 17765, 55178, 12.73, 17765, 55178, 13.91
e_140, 65522, 273600, 0.00, 56347, 228891, 0.06, 14901, 47577, 0.40, 11297, 31607, 1.15, 11297, 31607, 1.91, 11297, 31607, 2.62, 11297, 31607, 3.35, 11297, 31607, 4.02, 11297, 31607, 4.70, 11297, 31607, 5.38, 11297, 31607, 6.07, 11297, 31607, 6.75, 11297, 31607, 7.42, 11297, 31607, 8.11
e_141, 65536, 303686, 0.00, 29881, 104858, 0.33, 29769, 104428, 0.58, 29773, 104370, 1.00, 29685, 104090, 1.27, 29866, 104796, 1.53, 29819, 104614, 1.79, 29705, 104204, 2.04, 29839, 104672, 2.29, 29728, 104214, 2.56, 29805, 104556, 2.82, 29704, 104192, 3.09, 29831, 104654, 3.35, 29758, 104410, 3.68
e_142, 65527, 273337, 0.00, 56843, 230657, 0.06, 13916, 44077, 0.43, 10809, 30244, 1.12, 10809, 30244, 1.75, 10809, 30244, 2.38, 10809, 30244, 3.07, 10809, 30244, 3.73, 10809, 30244, 4.36, 10809, 30244, 5.00, 10809, 30244, 5.67, 10809, 30244, 6.32, 10809, 30244, 6.95, 10809, 30244, 7.59
e_143, 65536, 303696, 0.00, 29115, 101200, 0.28, 29017, 100834, 0.46, 29060, 100988, 0.78, 28982, 100706, 1.18, 29006, 100734, 1.42, 28854, 100172, 1.70, 29003, 100726, 1.99, 28990, 100688, 2.23, 29031, 100858, 2.48, 29092, 101084, 2.76, 29038, 100866, 3.10, 29025, 100850, 3.36, 29060, 100964, 3.67
e_144, 65536, 303996, 0.00, 29836, 104694, 0.33, 29737, 104300, 0.55, 29701, 104170, 0.90, 29744, 104318, 1.15, 29687, 104098, 1.42, 29763, 104356, 1.68, 29702, 104138, 1.93, 29658, 104020, 2.19, 29740, 104282, 2.46, 29718, 104236, 2.71, 29689, 104120, 2.98, 29760, 104414, 3.24, 29748, 104342, 3.52
e_145, 2048, 27086, 0.00, 2037, 27060, 0.00, 1994, 23196, 0.03, 1862, 20171, 0.16, 1862, 20191, 0.24, 1869, 20248, 0.34, 1865, 20219, 0.48, 1862, 20191, 0.57, 1862, 20191, 0.65, 1862, 20191, 0.74, 1862, 20203, 0.81, 1862, 20191, 0.90, 1862, 20204, 0.97, 1862, 20191, 1.07
e_146, 65532, 288796, 0.00, 61761, 268581, 0.06, 26036, 94451, 0.53, 17413, 53134, 1.88, 17413, 53134, 3.11, 17413, 53134, 4.37, 17413, 53134, 5.60, 17413, 53134, 6.81, 17413, 53134, 8.05, 17413, 53134, 9.38, 17413, 53134, 10.65, 17413, 53134, 11.90, 17413, 53134, 13.14, 17413, 53134, 14.42
e_148, 2048, 25737, 0.00, 2010, 25512, 0.00, 1921, 21214, 0.06, 1800, 18478, 0.36, 1806, 18901, 0.55, 1802, 18834, 0.74, 1801, 18810, 0.95, 1801, 18810, 1.17, 1806, 18901, 1.41, 1801, 18810, 1.63, 1801, 18880, 1.82, 1801, 18810, 2.04, 1804, 18881, 2.21, 1801, 18810, 2.42
e_149, 1024, 3624, 0.00, 400, 1987, 0.00, 392, 1921, 0.00, 389, 1903, 6.36, 392, 1921, 6.36, 392, 1921, 6.39, 392, 1921, 6.43, 392, 1921, 6.47, 392, 1921, 6.47, 392, 1921, 6.51, 392, 1921, 6.54, 392, 1921, 6.58, 392, 1921, 6.62, 392, 1921, 6.67
e_150, 1024, 22042, 0.00, 1024, 22042, 0.00, 1018, 20063, 0.03, 970, 18353, 0.15, 970, 18373, 0.23, 970, 18373, 0.31, 974, 18525, 0.39, 970, 18373, 0.45, 970, 18373, 0.52, 970, 18373, 0.58, 970, 18384, 0.64, 970, 18373, 0.71, 973, 18511, 0.76, 970, 18373, 0.83
e_151, 65534, 653240, 0.00, 65153, 651037, 0.07, 61127, 581170, 0.78, 44733, 305187, 5.49, 44733, 305187, 9.79, 44735, 305226, 13.74, 44740, 305303, 17.98, 44733, 305187, 22.39, 44733, 305187, 27.06, 44733, 305187, 31.45, 44733, 305187, 35.80, 44733, 305187, 40.17, 44741, 305356, 44.37, 44733, 305187, 48.72
e_152, 65531, 618237, 0.00, 64757, 613941, 0.07, 59136, 508459, 0.87, 46916, 316924, 6.87, 46917, 316948, 12.28, 46927, 317029, 16.37, 46950, 317300, 22.23, 46917, 316948, 27.58, 46917, 316948, 32.95, 46917, 316948, 38.47, 46917, 316948, 43.82, 46917, 316948, 49.25, 46942, 317644, 54.50, 46917, 316948, 59.90
e_153, 2043, 22306, 0.00, 1971, 21826, 0.00, 1881, 18161, 0.04, 1770, 15612, 0.64, 1794, 16789, 0.88, 1782, 16555, 1.12, 1782, 16555, 1.35, 1783, 16583, 1.57, 1794, 16789, 1.78, 1782, 16555, 2.01, 1787, 16646, 2.21, 1782, 16555, 2.43, 1782, 16574, 2.66, 1782, 16555, 2.92
e_154, 65536, 653641, 0.00, 65157, 651490, 0.07, 61101, 582135, 0.69, 44975, 308997, 5.59, 44975, 308997, 10.26, 44975, 308997, 14.20, 45001, 309279, 19.31, 44975, 308997, 23.97, 44975, 308997, 28.57, 44975, 308997, 33.41, 44975, 308997, 38.27, 44975, 308997, 43.01, 44985, 309178, 47.47, 44975, 308997, 52.26
e_155, 65529, 619239, 0.00, 64752, 614915, 0.07, 58984, 508011, 0.81, 47071, 320780, 6.55, 47074, 320816, 11.83, 47099, 321047, 15.96, 47114, 321248, 21.73, 47074, 320816, 27.22, 47074, 320816, 32.79, 47074, 320816, 37.94, 47074, 320816, 43.29, 47074, 320816, 48.47, 47157, 322118, 53.02, 47074, 320816, 58.41
e_156, 65522, 584478, 0.00, 63837, 575281, 0.08, 56009, 438565, 1.20, 45733, 293499, 7.79, 45734, 293530, 13.60, 45766, 293771, 17.79, 45782, 294036, 23.68, 45734, 293530, 29.54, 45734, 293530, 35.39, 45734, 293530, 41.08, 45734, 293532, 46.72, 45734, 293530, 52.48, 45845, 295154, 57.67, 45734, 293530, 63.50
e_157, 65536, 652583, 0.00, 65181, 650588, 0.08, 61067, 579859, 0.66, 44909, 306105, 4.95, 44909, 306105, 8.84, 44909, 306105, 12.38, 44912, 306135, 16.55, 44909, 306105, 20.58, 44909, 306105, 24.65, 44909, 306105, 28.77, 44909, 306105, 32.70, 44909, 306105, 36.72, 44914, 306222, 40.67, 44909, 306105, 44.67
e_158, 65521, 584837, 0.00, 63834, 575553, 0.07, 55990, 440213, 1.15, 45911, 298034, 8.80, 45936, 298230, 14.55, 45938, 298312, 19.90, 45981, 298800, 26.11, 45911, 298047, 32.31, 45936, 298230, 38.07, 45911, 298047, 44.95, 45911, 298050, 50.77, 45911, 298047, 57.19, 46000, 299564, 63.41, 45911, 298047, 70.02
e_159, 65503, 550097, 0.00, 62512, 534038, 0.08, 52301, 374322, 1.28, 43177, 257964, 9.59, 43182, 258132, 16.40, 43271, 258842, 21.28, 43351, 259370, 27.49, 43181, 258118, 34.40, 43182, 258132, 41.12, 43181, 258118, 48.23, 43181, 258162, 54.53, 43181, 258118, 61.75, 43396, 260909, 67.53, 43181, 258118, 74.47
e_161, 2048, 28713, 0.00, 2042, 28658, 0.00, 1987, 25450, 0.02, 1815, 21206, 0.12, 1815, 21208, 0.20, 1815, 21208, 0.27, 1815, 21208, 0.34, 1815, 21208, 0.43, 1815, 21208, 0.51, 1815, 21208, 0.59, 1815, 21211, 0.66, 1815, 21208, 0.74, 1816, 21248, 0.81, 1815, 21208, 0.89
e_162, 131066, 573836, 0.00, 123407, 533092, 0.12, 48574, 174279, 1.20, 33641, 102880, 4.75, 33641, 102880, 8.09, 33641, 102880, 11.37, 33641, 102880, 14.62, 33641, 102880, 17.90, 33641, 102880, 21.16, 33641, 102880, 24.57, 33641, 102880, 27.84, 33641, 102880, 31.27, 33641, 102880, 34.61, 33641, 102880, 38.05
e_163, 131067, 574081, 0.00, 123088, 530853, 0.12, 49103, 175843, 1.52, 35070, 106913, 4.67, 35070, 106913, 7.53, 35070, 106913, 10.38, 35070, 106913, 13.19, 35070, 106913, 16.09, 35070, 106913, 18.97, 35070, 106913, 21.76, 35070, 106913, 24.53, 35070, 106913, 27.47, 35070, 106913, 30.38, 35070, 106913, 33.22
e_164, 65497, 549544, 0.00, 62806, 534981, 0.09, 52341, 373712, 1.30, 43635, 261970, 10.90, 43665, 262327, 18.95, 43753, 263011, 24.67, 43790, 263127, 32.11, 43653, 262268, 39.75, 43665, 262327, 47.76, 43653, 262268, 55.90, 43654, 262356, 63.23, 43653, 262268, 71.47, 43877, 265069, 78.31, 43653, 262268, 86.62
e_165, 131072, 603932, 0.00, 56720, 196376, 0.70, 56557, 195824, 1.14, 56606, 195906, 1.93, 56602, 195850, 2.56, 56458, 195362, 3.17, 56496, 195530, 3.75, 56462, 195362, 4.31, 56453, 195414, 4.89, 56546, 195702, 5.61, 56452, 195326, 6.16, 56616, 195964, 6.76, 56488, 195456, 7.37, 56559, 195754, 7.99
e_166, 65519, 583890, 0.00, 63962, 575286, 0.10, 56092, 438456, 1.16, 46416, 298453, 9.02, 46449, 298728, 15.32, 46487, 298980, 20.14, 46522, 299431, 26.64, 46448, 298714, 32.65, 46449, 298728, 39.01, 46448, 298714, 45.38, 46448, 298722, 51.28, 46448, 298714, 57.45, 46548, 300384, 62.87, 46448, 298714, 69.25
e_167, 1024, 5487, 0.00, 563, 3546, 0.00, 563, 3527, 0.00, 563, 3526, 1.41, 563, 3527, 1.41, 563, 3527, 1.42, 563, 3527, 1.42, 563, 3527, 1.43, 563, 3527, 1.43, 563, 3527, 1.44, 563, 3527, 1.44, 563, 3527, 1.44, 563, 3527, 1.45, 563, 3527, 1.45
e_168, 65502, 550435, 0.00, 62564, 534652, 0.09, 52174, 374537, 1.32, 43439, 263785, 10.63, 43459, 264138, 17.94, 43520, 264550, 23.46, 43589, 265211, 30.78, 43450, 264042, 38.24, 43459, 264138, 45.70, 43450, 264042, 53.29, 43451, 264122, 59.95, 43450, 264042, 67.53, 43681, 266715, 74.25, 43450, 264042, 82.00
e_169, 131072, 604300, 0.00, 55432, 191170, 0.92, 55238, 190452, 1.33, 55225, 190372, 2.01, 55167, 190170, 2.50, 55261, 190556, 3.04, 55088, 189984, 3.62, 55098, 189972, 4.13, 55195, 190274, 4.70, 55310, 190742, 5.21, 55205, 190322, 5.76, 55243, 190460, 6.34, 55237, 190466, 6.88, 55335, 190748, 7.42
e_170, 131063, 573737, 0.00, 123213, 531438, 0.12, 48226, 172342, 1.43, 34282, 104389, 4.16, 34282, 104389, 6.75, 34282, 104389, 9.37, 34282, 104389, 11.91, 34282, 104389, 14.50, 34282, 104389, 17.05, 34282, 104389, 19.69, 34282, 104389, 22.25, 34282, 104389, 24.83, 34282, 104389, 27.50, 34282, 104389, 30.11
e_171, 131072, 604042, 0.00, 54833, 188030, 0.72, 54643, 187272, 1.13, 54648, 187298, 1.85, 54635, 187326, 2.33, 54608, 187216, 2.83, 54633, 187260, 3.33, 54626, 187250, 3.82, 54635, 187268, 4.31, 54644, 187272, 4.85, 54655, 187336, 5.33, 54638, 187308, 5.85, 54684, 187476, 6.39, 54601, 187214, 7.06
e_172, 4096, 67676, 0.00, 4091, 67650, 0.00, 4027, 63480, 0.03, 3540, 49143, 0.26, 3540, 49143, 0.42, 3540, 49143, 0.57, 3541, 49181, 0.77, 3540, 49143, 0.93, 3540, 49143, 1.08, 3540, 49143, 1.24, 3540, 49143, 1.39, 3540, 49143, 1.55, 3540, 49150, 1.72, 3540, 49143, 1.89
e_173, 1024, 23175, 0.00, 1024, 23175, 0.00, 1017, 21012, 0.01, 992, 19959, 0.07, 992, 19980, 0.11, 992, 19980, 0.14, 992, 19980, 0.18, 992, 19980, 0.22, 992, 19980, 0.25, 992, 19980, 0.29, 992, 19993, 0.32, 992, 19980, 0.36, 992, 19992, 0.39, 992, 19980, 0.43
e_174, 1010, 2048, 0.00, 236, 868, 0.00, 235, 870, 0.00, 235, 870, 0.38, 235, 870, 0.38, 235, 870, 0.39, 235, 870, 0.40, 235, 870, 0.41, 235, 870, 0.41, 235, 870, 0.42, 235, 870, 0.43, 235, 870, 0.43, 235, 870, 0.44, 235, 870, 0.45
e_175, 2043, 22520, 0.00, 1962, 22087, 0.00, 1839, 18320, 0.04, 1683, 14974, 0.71, 1705, 16147, 0.93, 1703, 16102, 1.12, 1703, 16102, 1.34, 1703, 16102, 1.55, 1705, 16147, 1.77, 1703, 16102, 2.02, 1703, 16153, 2.20, 1703, 16102, 2.44, 1703, 16124, 2.64, 1703, 16102, 2.86
e_176, 4096, 66372, 0.00, 4096, 66372, 0.00, 4043, 62465, 0.03, 3617, 49798, 0.24, 3617, 49798, 0.41, 3617, 49798, 0.53, 3617, 49798, 0.73, 3617, 49798, 0.89, 3617, 49798, 1.05, 3617, 49798, 1.23, 3617, 49798, 1.39, 3617, 49798, 1.56, 3617, 49807, 1.72, 3617, 49798, 1.88
e_178, 4096, 66408, 0.00, 4096, 66408, 0.00, 4059, 62771, 0.05, 3562, 47917, 0.29, 3562, 47917, 0.48, 3562, 47917, 0.64, 3567, 47989, 0.84, 3562, 47917, 1.04, 3562, 47917, 1.19, 3562, 47917, 1.34, 3562, 47917, 1.49, 3562, 47917, 1.64, 3562, 47925, 1.80, 3562, 47917, 1.97
e_179, 2048, 27346, 0.00, 2027, 27248, 0.00, 1976, 23241, 0.03, 1864, 20693, 0.14, 1864, 20699, 0.23, 1865, 20723, 0.31, 1866, 20745, 0.41, 1864, 20699, 0.50, 1864, 20699, 0.59, 1864, 20699, 0.68, 1864, 20717, 0.77, 1864, 20699, 0.86, 1865, 20740, 0.94, 1864, 20699, 1.03
e_182, 1002, 2048, 0.00, 240, 877, 0.00, 240, 876, 0.00, 240, 876, 0.10, 240, 876, 0.10, 240, 876, 0.10, 240, 876, 0.11, 240, 876, 0.11, 240, 876, 0.11, 240, 876, 0.11, 240, 876, 0.11, 240, 876, 0.11, 240, 876, 0.11, 240, 876, 0.11
e_183, 1024, 5471, 0.00, 549, 3678, 0.00, 548, 3650, 0.00, 548, 3636, 5.21, 548, 3650, 5.21, 548, 3650, 5.22, 548, 3650, 5.24, 548, 3650, 5.25, 548, 3650, 5.26, 548, 3650, 5.27, 548, 3650, 5.28, 548, 3650, 5.29, 548, 3650, 5.31, 548, 3650, 5.32
