id, orig-N, orig-E, orig-time, basic-N, basic-E, basic-time, known-N, known-E, known-time, all_dom-N, all_dom-E, all_dom-time, fast_dom-N, fast_dom-E, fast_dom-time, dom1-N, dom1-E, dom1-time, dom2-N, dom2-E, dom2-time, dom3-N, dom3-E, dom3-time, dom4-N, dom4-E, dom4-time, dom5-N, dom5-E, dom5-time, dom_nca-N, dom_nca-E, dom_nca-time, dom_nca_full-N, dom_nca_full-E, dom_nca_full-time, dom_mixed-N, dom_mixed-E, dom_mixed-time, dom_mixed_full-N, dom_mixed_full-E, dom_mixed_full-time
e_184, 131065, 1315170, 0.00, 129909, 1308043, 0.16, 121996, 1113877, 2.03, 100715, 746203, 19.67, 100723, 746277, 35.72, 100729, 746385, 46.74, 100794, 747105, 62.96, 100723, 746277, 79.07, 100723, 746277, 95.32, 100723, 746277, 111.78, 100723, 746277, 127.73, 100723, 746277, 143.78, 100855, 748460, 157.74, 100723, 746277, 173.91
e_185, 4096, 62879, 0.00, 4090, 62825, 0.00, 4016, 56236, 0.04, 3764, 49129, 0.27, 3764, 49131, 0.42, 3764, 49131, 0.54, 3765, 49171, 0.74, 3764, 49131, 0.89, 3764, 49131, 1.09, 3764, 49131, 1.29, 3764, 49131, 1.46, 3764, 49131, 1.61, 3765, 49184, 1.75, 3764, 49131, 1.90
e_186, 2047, 23928, 0.00, 1973, 23543, 0.00, 1845, 19433, 0.04, 1733, 16698, 0.59, 1746, 17631, 0.83, 1743, 17559, 1.07, 1738, 17474, 1.34, 1738, 17474, 1.61, 1746, 17631, 1.85, 1738, 17474, 2.13, 1738, 17546, 2.34, 1738, 17474, 2.64, 1738, 17490, 2.89, 1738, 17474, 3.18
e_187, 1024, 3632, 0.00, 427, 2073, 0.00, 424, 2012, 0.00, 424, 2010, 0.82, 424, 2012, 0.82, 424, 2012, 0.82, 424, 2012, 0.83, 424, 2012, 0.83, 424, 2012, 0.84, 424, 2012, 0.84, 424, 2012, 0.84, 424, 2012, 0.85, 424, 2012, 0.85, 424, 2012, 0.86
e_188, 4096, 62913, 0.00, 4092, 62899, 0.00, 4053, 56642, 0.05, 3777, 49284, 0.30, 3777, 49284, 0.52, 3777, 49284, 0.68, 3777, 49284, 0.94, 3777, 49284, 1.17, 3777, 49284, 1.40, 3777, 49284, 1.62, 3777, 49287, 1.82, 3777, 49284, 2.04, 3782, 49365, 2.23, 3777, 49284, 2.45
e_190, 2048, 7005, 0.00, 649, 3189, 0.00, 647, 3155, 0.01, 646, 3140, 0.56, 647, 3155, 0.57, 647, 3155, 0.57, 647, 3155, 0.58, 647, 3155, 0.58, 647, 3155, 0.59, 647, 3155, 0.60, 647, 3155, 0.61, 647, 3155, 0.61, 647, 3155, 0.62, 647, 3155, 0.63
e_192, 2048, 7307, 0.00, 812, 4093, 0.00, 812, 4084, 0.01, 812, 4080, 0.16, 812, 4084, 0.16, 812, 4084, 0.17, 812, 4084, 0.17, 812, 4084, 0.18, 812, 4084, 0.18, 812, 4084, 0.19, 812, 4084, 0.20, 812, 4084, 0.20, 812, 4084, 0.21, 812, 4084, 0.22
e_193, 1024, 17144, 0.00, 1005, 17001, 0.00, 994, 15983, 0.02, 985, 15639, 0.30, 986, 15815, 0.37, 986, 15815, 0.43, 986, 15815, 0.51, 987, 15839, 0.59, 986, 15815, 0.65, 986, 15815, 0.72, 986, 15817, 0.78, 986, 15815, 0.85, 986, 15817, 0.92, 986, 15815, 0.99
e_194, 2048, 15440, 0.00, 1522, 13090, 0.00, 1522, 13055, 0.01, 1522, 13052, 0.44, 1522, 13055, 0.46, 1522, 13055, 0.48, 1522, 13055, 0.50, 1522, 13055, 0.52, 1522, 13055, 0.53, 1522, 13055, 0.55, 1522, 13055, 0.56, 1522, 13055, 0.58, 1522, 13055, 0.60, 1522, 13055, 0.62
e_197, 4096, 93346, 0.00, 4085, 93276, 0.01, 4078, 90123, 0.09, 4071, 89394, 2.35, 4071, 89828, 2.62, 4071, 89828, 2.89, 4071, 89828, 3.12, 4071, 89828, 3.37, 4071, 89828, 3.67, 4071, 89828, 3.95, 4071, 89832, 4.16, 4071, 89828, 4.45, 4071, 89828, 4.71, 4071, 89828, 4.96
e_198, 8192, 230662, 0.00, 8192, 230662, 0.01, 8182, 219681, 0.23, 8150, 217112, 3.46, 8156, 218605, 4.48, 8160, 218701, 5.73, 8150, 218422, 7.40, 8150, 218422, 8.98, 8156, 218605, 10.11, 8150, 218422, 11.89, 8150, 218507, 13.18, 8150, 218422, 14.88, 8150, 218424, 16.45, 8150, 218422, 18.13
e_199, 16384, 559996, 0.00, 16384, 559996, 0.03, 16384, 533425, 0.23, 16154, 519032, 2.42, 16154, 519037, 3.96, 16154, 519037, 5.12, 16156, 519143, 6.70, 16154, 519037, 8.23, 16154, 519037, 9.71, 16154, 519037, 11.25, 16154, 519050, 12.75, 16154, 519037, 14.84, 16156, 519151, 16.25, 16154, 519037, 17.84
e_200, 32767, 503421, 0.00, 32464, 500904, 0.04, 32302, 470067, 0.87, 32136, 461679, 15.64, 32168, 466578, 20.53, 32163, 466371, 26.10, 32156, 466268, 32.52, 32170, 466678, 37.80, 32168, 466578, 42.73, 32156, 466268, 48.96, 32161, 466504, 54.34, 32156, 466268, 60.88, 32153, 466308, 66.38, 32156, 466268, 73.13
h_002, 1024, 3473, 0.00, 302, 1516, 0.00, 300, 1492, 0.00, 289, 1411, 103.15, 300, 1492, 103.15, 293, 1457, 103.18, 293, 1457, 103.24, 293, 1457, 103.30, 300, 1492, 103.30, 293, 1457, 103.36, 293, 1457, 103.38, 293, 1457, 103.41, 293, 1457, 103.43, 293, 1457, 103.46
h_003, 1024, 3480, 0.00, 296, 1379, 0.00, 292, 1349, 0.00, 291, 1330, 8.03, 292, 1349, 8.03, 292, 1349, 8.03, 292, 1349, 8.04, 292, 1349, 8.04, 292, 1349, 8.04, 292, 1349, 8.04, 292, 1349, 8.05, 292, 1349, 8.05, 292, 1349, 8.05, 292, 1349, 8.05
h_004, 1024, 3624, 0.00, 400, 1987, 0.00, 392, 1921, 0.00, 389, 1903, 6.01, 392, 1921, 6.01, 392, 1921, 6.05, 392, 1921, 6.09, 392, 1921, 6.13, 392, 1921, 6.13, 392, 1921, 6.16, 392, 1921, 6.20, 392, 1921, 6.23, 392, 1921, 6.27, 392, 1921, 6.31
h_005, 843, 3995, 0.00, 794, 3896, 0.00, 159, 567, 0.00, 159, 567, 81.14, 159, 567, 81.14, 159, 567, 81.35, 159, 567, 81.55, 159, 567, 81.75, 159, 567, 81.75, 159, 567, 81.96, 159, 567, 82.16, 159, 567, 82.37, 159, 567, 82.57, 159, 567, 82.79
h_006, 2002, 4096, 0.00, 483, 1723, 0.00, 482, 1719, 0.00, 482, 1719, 0.03, 482, 1719, 0.03, 482, 1719, 0.03, 482, 1719, 0.04, 482, 1719, 0.04, 482, 1719, 0.04, 482, 1719, 0.04, 482, 1719, 0.04, 482, 1719, 0.05, 482, 1719, 0.05, 482, 1719, 0.05
h_008, 1024, 5222, 0.00, 333, 2129, 0.00, 331, 2083, 0.00, 320, 1894, 172.79, 331, 2083, 172.80, 331, 2083, 172.82, 331, 2083, 172.84, 331, 2083, 172.86, 331, 2083, 172.87, 331, 2083, 172.89, 331, 2083, 172.91, 331, 2083, 172.93, 331, 2083, 172.96, 331, 2083, 172.98
h_009, 1024, 5231, 0.00, 342, 2218, 0.00, 342, 2126, 0.00, 333, 1968, 247.70, 342, 2126, 247.70, 342, 2126, 248.76, 342, 2126, 249.84, 342, 2126, 250.91, 342, 2126, 250.92, 342, 2126, 251.99, 342, 2126, 253.06, 342, 2126, 254.12, 342, 2126, 255.21, 342, 2126, 256.28
h_010, 1024, 5471, 0.00, 549, 3678, 0.00, 548, 3650, 0.00, 548, 3636, 5.20, 548, 3650, 5.20, 548, 3650, 5.22, 548, 3650, 5.23, 548, 3650, 5.25, 548, 3650, 5.25, 548, 3650, 5.26, 548, 3650, 5.28, 548, 3650, 5.29, 548, 3650, 5.30, 548, 3650, 5.32
h_011, 1024, 5480, 0.00, 525, 3412, 0.00, 515, 3295, 0.00, 515, 3292, 1.00, 515, 3293, 1.00, 515, 3293, 1.01, 515, 3293, 1.02, 515, 3293, 1.03, 515, 3293, 1.03, 515, 3293, 1.04, 515, 3295, 1.04, 515, 3293, 1.05, 515, 3293, 1.06, 515, 3293, 1.07
h_012, 1024, 5487, 0.00, 563, 3546, 0.00, 563, 3527, 0.00, 563, 3526, 1.50, 563, 3527, 1.50, 563, 3527, 1.51, 563, 3527, 1.51, 563, 3527, 1.52, 563, 3527, 1.52, 563, 3527, 1.53, 563, 3527, 1.53, 563, 3527, 1.54, 563, 3527, 1.54, 563, 3527, 1.55
h_013, 2033, 5216, 0.00, 909, 3416, 0.00, 909, 3415, 0.00, 909, 3415, 0.04, 909, 3415, 0.05, 909, 3415, 0.05, 909, 3415, 0.06, 909, 3415, 0.06, 909, 3415, 0.07, 909, 3415, 0.07, 909, 3415, 0.08, 909, 3415, 0.08, 909, 3415, 0.09, 909, 3415, 0.09
h_015, 2048, 7005, 0.00, 649, 3189, 0.00, 647, 3155, 0.00, 646, 3140, 0.47, 647, 3155, 0.47, 647, 3155, 0.48, 647, 3155, 0.48, 647, 3155, 0.49, 647, 3155, 0.49, 647, 3155, 0.50, 647, 3155, 0.50, 647, 3155, 0.51, 647, 3155, 0.51, 647, 3155, 0.52
h_016, 2048, 7307, 0.00, 812, 4093, 0.00, 812, 4084, 0.00, 812, 4080, 0.12, 812, 4084, 0.13, 812, 4084, 0.13, 812, 4084, 0.14, 812, 4084, 0.14, 812, 4084, 0.15, 812, 4084, 0.15, 812, 4084, 0.16, 812, 4084, 0.17, 812, 4084, 0.17, 812, 4084, 0.18
h_017, 1024, 9737, 0.00, 849, 8652, 0.00, 849, 8620, 0.01, 849, 8620, 0.30, 849, 8620, 0.31, 849, 8620, 0.32, 849, 8620, 0.33, 849, 8620, 0.34, 849, 8620, 0.35, 849, 8620, 0.35, 849, 8620, 0.36, 849, 8620, 0.37, 849, 8620, 0.38, 849, 8620, 0.39
h_018, 1974, 9003, 0.00, 1813, 8747, 0.00, 494, 1787, 0.01, 494, 1787, 0.03, 494, 1787, 0.03, 494, 1787, 0.04, 494, 1787, 0.04, 494, 1787, 0.05, 494, 1787, 0.05, 494, 1787, 0.06, 494, 1787, 0.06, 494, 1787, 0.07, 494, 1787, 0.07, 494, 1787, 0.08
h_019, 1024, 10284, 0.00, 780, 8163, 0.00, 780, 8091, 0.01, 780, 8085, 0.71, 780, 8091, 0.72, 780, 8091, 0.73, 780, 8091, 0.74, 780, 8091, 0.75, 780, 8091, 0.76, 780, 8091, 0.77, 780, 8091, 0.78, 780, 8091, 0.79, 780, 8091, 0.80, 780, 8091, 0.81
h_020, 1024, 10743, 0.00, 916, 9908, 0.00, 916, 9887, 0.01, 916, 9883, 0.30, 916, 9887, 0.32, 916, 9887, 0.33, 916, 9887, 0.34, 916, 9887, 0.36, 916, 9887, 0.37, 916, 9887, 0.38, 916, 9887, 0.39, 916, 9887, 0.40, 916, 9887, 0.42, 916, 9887, 0.43
h_021, 2048, 10573, 0.00, 759, 5001, 0.00, 754, 4916, 0.01, 745, 4573, 0.61, 754, 4916, 0.62, 754, 4916, 0.63, 754, 4916, 0.64, 754, 4916, 0.65, 754, 4916, 0.65, 754, 4916, 0.66, 754, 4916, 0.67, 754, 4916, 0.68, 754, 4916, 0.69, 754, 4916, 0.70
h_022, 2048, 10584, 0.00, 744, 4739, 0.00, 743, 4687, 0.00, 743, 4671, 3.03, 743, 4687, 3.04, 743, 4687, 3.04, 743, 4687, 3.05, 743, 4687, 3.05, 743, 4687, 3.06, 743, 4687, 3.07, 743, 4687, 3.08, 743, 4687, 3.09, 743, 4687, 3.09, 743, 4687, 3.10
h_023, 2048, 11098, 0.00, 1135, 7565, 0.00, 1135, 7543, 0.01, 1135, 7541, 0.25, 1135, 7543, 0.26, 1135, 7543, 0.27, 1135, 7543, 0.28, 1135, 7543, 0.29, 1135, 7543, 0.30, 1135, 7543, 0.30, 1135, 7543, 0.31, 1135, 7543, 0.32, 1135, 7543, 0.33, 1135, 7543, 0.34
h_024, 2650, 12400, 0.00, 2491, 12136, 0.00, 582, 2107, 0.01, 582, 2107, 0.05, 582, 2107, 0.05, 582, 2107, 0.06, 582, 2107, 0.07, 582, 2107, 0.08, 582, 2107, 0.08, 582, 2107, 0.09, 582, 2107, 0.09, 582, 2107, 0.10, 582, 2107, 0.11, 582, 2107, 0.11
h_025, 1024, 15102, 0.00, 924, 14061, 0.00, 924, 14019, 0.01, 924, 14003, 140.81, 924, 14019, 140.82, 924, 14019, 140.84, 924, 14019, 140.85, 924, 14019, 140.87, 924, 14019, 140.88, 924, 14019, 140.89, 924, 14019, 140.90, 924, 14019, 140.92, 924, 14019, 140.93, 924, 14019, 140.95
h_026, 2048, 14725, 0.00, 1190, 10365, 0.01, 1190, 10333, 0.01, 1190, 10322, 0.54, 1190, 10333, 0.55, 1190, 10333, 0.56, 1190, 10333, 0.58, 1190, 10333, 0.59, 1190, 10333, 0.60, 1190, 10333, 0.62, 1190, 10333, 0.63, 1190, 10333, 0.64, 1190, 10333, 0.66, 1190, 10333, 0.67
h_027, 2048, 14738, 0.00, 1173, 10012, 0.00, 1173, 9973, 0.01, 1173, 9970, 0.70, 1173, 9973, 0.71, 1173, 9973, 0.72, 1173, 9973, 0.73, 1173, 9973, 0.74, 1173, 9973, 0.75, 1173, 9973, 0.77, 1173, 9973, 0.78, 1173, 9973, 0.79, 1173, 9973, 0.80, 1173, 9973, 0.81
h_028, 3588, 16698, 0.00, 3363, 16356, 0.00, 770, 2842, 0.01, 770, 2842, 0.07, 770, 2842, 0.08, 770, 2842, 0.09, 770, 2842, 0.10, 770, 2842, 0.11, 770, 2842, 0.12, 770, 2842, 0.14, 770, 2842, 0.14, 770, 2842, 0.15, 770, 2842, 0.17, 770, 2842, 0.18
h_029, 1024, 19861, 0.00, 980, 18927, 0.00, 980, 18849, 0.02, 980, 18835, 2.20, 980, 18849, 2.22, 980, 18849, 2.25, 980, 18849, 2.27, 980, 18849, 2.29, 980, 18849, 2.31, 980, 18849, 2.33, 980, 18849, 2.35, 980, 18849, 2.37, 980, 18849, 2.39, 980, 18849, 2.42
h_030, 2048, 18851, 0.00, 1437, 14851, 0.00, 1437, 14831, 0.01, 1437, 14796, 0.60, 1437, 14831, 0.62, 1437, 14831, 0.63, 1437, 14831, 0.65, 1437, 14831, 0.66, 1437, 14831, 0.68, 1437, 14831, 0.70, 1437, 14831, 0.71, 1437, 14831, 0.72, 1437, 14831, 0.74, 1437, 14831, 0.76
h_031, 2048, 18876, 0.00, 1477, 14855, 0.00, 1477, 14835, 0.01, 1477, 14834, 0.47, 1477, 14835, 0.49, 1477, 14835, 0.51, 1477, 14835, 0.52, 1477, 14835, 0.54, 1477, 14835, 0.55, 1477, 14835, 0.57, 1477, 14835, 0.58, 1477, 14835, 0.59, 1477, 14835, 0.61, 1477, 14835, 0.63
h_032, 2048, 20942, 0.00, 1570, 17192, 0.00, 1570, 17087, 0.01, 1570, 16938, 0.60, 1570, 17087, 0.62, 1570, 17087, 0.64, 1570, 17087, 0.66, 1570, 17087, 0.68, 1570, 17087, 0.70, 1570, 17087, 0.73, 1570, 17087, 0.74, 1570, 17087, 0.76, 1570, 17087, 0.79, 1570, 17087, 0.81
h_033, 6301, 20777, 0.00, 1281, 8374, 0.01, 1281, 8372, 0.01, 1281, 8372, 0.14, 1281, 8372, 0.15, 1281, 8372, 0.16, 1281, 8372, 0.17, 1281, 8372, 0.18, 1281, 8372, 0.19, 1281, 8372, 0.20, 1281, 8372, 0.21, 1281, 8372, 0.22, 1281, 8372, 0.23, 1281, 8372, 0.24
h_034, 4983, 22602, 0.00, 4539, 21923, 0.00, 1248, 4501, 0.01, 1248, 4501, 0.08, 1248, 4501, 0.09, 1248, 4501, 0.10, 1248, 4501, 0.12, 1248, 4501, 0.13, 1248, 4501, 0.15, 1248, 4501, 0.16, 1248, 4501, 0.17, 1248, 4501, 0.19, 1248, 4501, 0.20, 1248, 4501, 0.22
h_035, 7966, 30498, 0.00, 4524, 19788, 0.01, 1298, 4843, 0.02, 893, 2653, 0.06, 893, 2653, 0.09, 893, 2653, 0.12, 893, 2653, 0.15, 893, 2653, 0.19, 893, 2653, 0.22, 893, 2653, 0.25, 893, 2653, 0.29, 893, 2653, 0.32, 901, 2677, 0.35, 893, 2653, 0.39
h_036, 7957, 30671, 0.00, 4432, 19566, 0.01, 1501, 5564, 0.03, 942, 2866, 0.09, 942, 2866, 0.13, 942, 2866, 0.16, 942, 2866, 0.20, 942, 2866, 0.24, 942, 2866, 0.28, 942, 2866, 0.32, 942, 2866, 0.36, 942, 2866, 0.40, 1033, 3102, 0.43, 942, 2866, 0.47
h_037, 7941, 30814, 0.00, 4533, 20374, 0.01, 1895, 7772, 0.03, 1293, 4184, 0.09, 1293, 4184, 0.13, 1293, 4184, 0.17, 1293, 4184, 0.22, 1293, 4184, 0.26, 1293, 4184, 0.31, 1293, 4184, 0.35, 1293, 4184, 0.40, 1293, 4184, 0.44, 1293, 4184, 0.49, 1293, 4184, 0.54
h_038, 10876, 39994, 0.00, 2828, 17096, 0.01, 2828, 17090, 0.02, 2828, 17090, 0.26, 2828, 17090, 0.28, 2828, 17090, 0.31, 2828, 17090, 0.33, 2828, 17090, 0.35, 2828, 17090, 0.37, 2828, 17090, 0.39, 2828, 17090, 0.41, 2828, 17090, 0.43, 2828, 17090, 0.46, 2828, 17090, 0.48
h_039, 9473, 43691, 0.00, 8814, 42698, 0.01, 2302, 8422, 0.02, 2302, 8422, 0.17, 2302, 8422, 0.20, 2302, 8422, 0.22, 2302, 8422, 0.25, 2302, 8422, 0.27, 2302, 8422, 0.30, 2302, 8422, 0.33, 2302, 8422, 0.35, 2302, 8422, 0.37, 2302, 8422, 0.40, 2302, 8422, 0.42
h_040, 8124, 45091, 0.00, 5893, 36331, 0.01, 2560, 12012, 0.13, 1968, 7469, 0.34, 1970, 7509, 0.50, 1994, 7601, 0.65, 1995, 7662, 0.80, 1970, 7509, 0.96, 1970, 7509, 1.12, 1970, 7509, 1.29, 1970, 7523, 1.45, 1970, 7509, 1.67, 1994, 7651, 1.85, 1970, 7509, 2.01
h_041, 8111, 45139, 0.00, 6046, 37138, 0.01, 2902, 14332, 0.09, 2099, 8371, 0.38, 2105, 8432, 0.61, 2114, 8530, 0.81, 2133, 8566, 1.02, 2101, 8409, 1.25, 2105, 8432, 1.48, 2101, 8409, 1.72, 2101, 8419, 1.94, 2101, 8409, 2.18, 2117, 8611, 2.40, 2101, 8409, 2.64
h_042, 8128, 45262, 0.00, 5960, 36707, 0.01, 2722, 13340, 0.09, 2076, 8129, 0.34, 2077, 8160, 0.55, 2082, 8185, 0.74, 2086, 8212, 0.94, 2077, 8160, 1.14, 2077, 8160, 1.33, 2077, 8160, 1.55, 2077, 8170, 1.75, 2077, 8160, 1.94, 2098, 8379, 2.12, 2077, 8160, 2.34
h_043, 8113, 50901, 0.00, 5593, 38208, 0.01, 1893, 10024, 0.07, 936, 3009, 0.20, 941, 3054, 0.32, 969, 3165, 0.43, 972, 3164, 0.55, 941, 3054, 0.70, 941, 3054, 0.85, 941, 3054, 0.98, 941, 3054, 1.09, 941, 3054, 1.21, 985, 3325, 1.34, 941, 3054, 1.47
h_044, 8119, 51806, 0.00, 5349, 33424, 0.01, 728, 3395, 0.03, 336, 788, 0.07, 336, 788, 0.10, 336, 788, 0.14, 336, 788, 0.18, 336, 788, 0.21, 336, 788, 0.25, 336, 788, 0.29, 336, 788, 0.33, 336, 788, 0.36, 389, 917, 0.40, 336, 788, 0.44
h_045, 8092, 54189, 0.00, 6342, 46146, 0.01, 4918, 30031, 0.18, 4272, 22504, 1.56, 4387, 24475, 2.25, 4340, 24010, 2.99, 4331, 23962, 3.89, 4342, 24084, 4.71, 4387, 24475, 5.41, 4331, 23962, 6.33, 4360, 24517, 7.10, 4331, 23962, 8.00, 4341, 24055, 8.87, 4331, 23962, 9.76
h_046, 8088, 54350, 0.00, 6178, 45806, 0.01, 4624, 29188, 0.17, 3939, 21885, 1.58, 4112, 23782, 2.36, 3975, 22834, 3.17, 3973, 22822, 4.07, 4000, 23134, 4.86, 4112, 23782, 5.58, 3973, 22825, 6.47, 3983, 23118, 7.28, 3973, 22825, 8.28, 3975, 22920, 9.18, 3973, 22825, 10.17
h_047, 8071, 54807, 0.00, 6200, 46828, 0.01, 4838, 30779, 0.15, 4240, 23686, 1.68, 4479, 26562, 2.41, 4365, 25778, 3.14, 4364, 25754, 3.93, 4381, 25960, 4.60, 4479, 26562, 5.21, 4364, 25754, 6.07, 4372, 26029, 6.83, 4364, 25754, 7.68, 4368, 25856, 8.43, 4364, 25754, 9.29
h_048, 8073, 54891, 0.00, 6281, 47073, 0.01, 5088, 32578, 0.15, 4388, 24732, 2.13, 4607, 27396, 2.82, 4456, 26192, 3.67, 4455, 26170, 4.73, 4458, 26212, 5.66, 4607, 27396, 6.37, 4455, 26170, 7.40, 4484, 26631, 8.22, 4455, 26170, 9.32, 4471, 26337, 10.14, 4455, 26170, 11.20
h_049, 8099, 57468, 0.00, 5550, 39687, 0.01, 813, 3884, 0.04, 427, 1065, 0.09, 427, 1065, 0.15, 427, 1065, 0.20, 427, 1065, 0.26, 427, 1065, 0.31, 427, 1065, 0.36, 427, 1065, 0.42, 427, 1065, 0.49, 427, 1065, 0.56, 439, 1128, 0.63, 427, 1065, 0.70
h_050, 22687, 54705, 0.00, 3168, 15637, 0.01, 3166, 15621, 0.02, 3166, 15621, 0.24, 3166, 15621, 0.26, 3166, 15621, 0.28, 3166, 15621, 0.30, 3166, 15621, 0.33, 3166, 15621, 0.35, 3166, 15621, 0.37, 3166, 15621, 0.39, 3166, 15621, 0.41, 3166, 15621, 0.43, 3166, 15621, 0.45
h_051, 8170, 71995, 0.00, 6451, 61092, 0.01, 4061, 30029, 0.21, 2721, 15217, 1.26, 2791, 16119, 2.12, 2831, 16402, 2.85, 2779, 15928, 3.77, 2775, 15922, 4.60, 2791, 16119, 5.41, 2775, 15922, 6.33, 2775, 16009, 7.14, 2775, 15922, 8.03, 2874, 16773, 8.82, 2775, 15922, 9.70
h_052, 8171, 72700, 0.00, 6488, 61472, 0.01, 3958, 28691, 0.21, 2564, 14057, 1.27, 2657, 15343, 2.06, 2694, 15595, 2.83, 2666, 15285, 3.79, 2639, 15137, 4.77, 2657, 15343, 5.60, 2639, 15137, 6.49, 2643, 15205, 7.32, 2639, 15137, 8.21, 2690, 15693, 9.01, 2639, 15137, 9.91
h_053, 8178, 73399, 0.00, 6648, 62965, 0.01, 4208, 30717, 0.20, 2800, 15331, 1.34, 2924, 16963, 2.12, 3055, 17883, 2.84, 2897, 16803, 3.79, 2874, 16662, 4.65, 2924, 16963, 5.43, 2874, 16662, 6.32, 2874, 16701, 7.13, 2874, 16662, 8.02, 2931, 17066, 8.82, 2874, 16662, 9.78
h_054, 14882, 67834, 0.00, 13640, 65884, 0.01, 3732, 13600, 0.04, 3732, 13600, 0.26, 3732, 13600, 0.30, 3732, 13600, 0.34, 3732, 13600, 0.38, 3732, 13600, 0.42, 3732, 13600, 0.46, 3732, 13600, 0.49, 3732, 13600, 0.53, 3732, 13600, 0.57, 3732, 13600, 0.60, 3732, 13600, 0.65
h_055, 15268, 74339, 0.00, 14802, 73681, 0.02, 2647, 9718, 0.06, 2647, 9718, 0.26, 2647, 9718, 0.31, 2647, 9718, 0.35, 2647, 9718, 0.39, 2647, 9718, 0.42, 2647, 9718, 0.46, 2647, 9718, 0.50, 2647, 9718, 0.53, 2647, 9718, 0.56, 2647, 9718, 0.60, 2647, 9718, 0.64
h_056, 8185, 82550, 0.00, 5999, 56593, 0.01, 1943, 10996, 0.11, 1144, 4078, 0.32, 1144, 4082, 0.51, 1162, 4206, 0.67, 1165, 4186, 0.89, 1144, 4082, 1.09, 1144, 4082, 1.28, 1144, 4082, 1.47, 1144, 4082, 1.66, 1144, 4082, 1.86, 1169, 4288, 2.05, 1144, 4082, 2.25
h_057, 8170, 83083, 0.00, 6168, 61851, 0.01, 2070, 12087, 0.10, 1182, 4542, 0.36, 1203, 4704, 0.60, 1232, 4798, 0.82, 1200, 4694, 1.04, 1199, 4680, 1.24, 1203, 4704, 1.44, 1199, 4680, 1.66, 1199, 4681, 1.85, 1199, 4680, 2.06, 1227, 4873, 2.25, 1199, 4680, 2.46
h_058, 8185, 92304, 0.00, 7772, 89638, 0.01, 7581, 81402, 0.20, 7473, 78041, 2.90, 7503, 79792, 3.70, 7505, 79700, 4.61, 7488, 79584, 5.65, 7491, 79647, 6.59, 7503, 79792, 7.39, 7488, 79584, 8.44, 7488, 79650, 9.27, 7488, 79584, 10.37, 7488, 79602, 11.29, 7488, 79584, 12.35
h_059, 7115, 103689, 0.00, 1109, 35582, 0.03, 1067, 32357, 0.08, 1065, 32162, 3.17, 1066, 32267, 3.26, 1066, 32267, 3.35, 1066, 32267, 3.46, 1066, 32267, 3.56, 1066, 32267, 3.65, 1066, 32267, 3.74, 1066, 32269, 3.80, 1066, 32267, 3.91, 1066, 32267, 4.02, 1066, 32267, 4.12
h_060, 8190, 110532, 0.00, 6408, 85910, 0.02, 4080, 36777, 0.31, 2408, 14238, 2.07, 2619, 17234, 3.43, 2603, 17045, 4.73, 2514, 16267, 6.11, 2514, 16267, 7.52, 2619, 17234, 8.96, 2514, 16267, 10.48, 2532, 16459, 11.82, 2514, 16267, 13.25, 2542, 16531, 14.57, 2514, 16267, 16.11
h_061, 8183, 112798, 0.00, 6468, 87485, 0.01, 4174, 38212, 0.29, 2495, 14569, 2.26, 2664, 16883, 3.82, 2660, 16720, 5.26, 2596, 16130, 7.11, 2593, 16152, 8.74, 2664, 16883, 10.33, 2593, 16151, 12.03, 2621, 16459, 13.53, 2593, 16151, 15.27, 2585, 16136, 16.84, 2593, 16151, 18.65
h_062, 16309, 104900, 0.00, 13666, 93253, 0.01, 8524, 46712, 0.24, 6560, 29814, 1.27, 6564, 29869, 2.14, 6619, 30157, 2.84, 6621, 30152, 3.59, 6564, 29869, 4.43, 6564, 29869, 5.26, 6564, 29869, 6.16, 6564, 29889, 6.98, 6564, 29869, 7.83, 6629, 30352, 8.64, 6564, 29869, 9.51
h_063, 36682, 88328, 0.00, 5041, 28001, 0.02, 5041, 27997, 0.04, 5041, 27997, 0.47, 5041, 27997, 0.50, 5041, 27997, 0.54, 5041, 27997, 0.58, 5041, 27997, 0.62, 5041, 27997, 0.66, 5041, 27997, 0.70, 5041, 27997, 0.72, 5041, 27997, 0.77, 5041, 27997, 0.81, 5041, 27997, 0.84
h_064, 23131, 107151, 0.00, 21567, 104678, 0.02, 5371, 19656, 0.06, 5371, 19656, 0.39, 5371, 19656, 0.45, 5371, 19656, 0.52, 5371, 19656, 0.58, 5371, 19656, 0.64, 5371, 19656, 0.70, 5371, 19656, 0.79, 5371, 19656, 0.85, 5371, 19656, 0.91, 5371, 19656, 0.98, 5371, 19656, 1.04
h_066, 16357, 119886, 0.00, 15159, 114493, 0.02, 11023, 70020, 0.24, 8242, 40788, 1.24, 8242, 40793, 2.21, 8255, 40892, 2.89, 8295, 41115, 3.72, 8242, 40793, 4.83, 8242, 40793, 5.75, 8242, 40793, 6.64, 8242, 40796, 7.51, 8242, 40793, 8.46, 8331, 41643, 9.29, 8242, 40793, 10.18
